ID	A.S623	A.S624	A.S625	A.S626	A.S627	A.S628	A.S629	A.S630	A.S631	A.S632	A.S633	A.S634	A.S635	A.S636	A.S637	A.S638	A.S639	A.S640	A.S641	A.S642	A.S643	A.S644	A.S645	A.S646	A.S647	A.S648	A.S649	A.S650	A.S651	A.S652	A.S653	A.S654	A.S655	A.S656	A.S657	A.S658	A.S659	A.S660	A.S661	A.S662	A.S663	A.S664	A.S665	A.S666	A.S667	A.S668	A.S669	A.S670	A.S671	A.S672	A.S673	A.S674	A.S675	A.S676	A.S677	A.S678	A.S679	A.S680	A.S681	A.S682	A.S683	A.S684	A.S685	A.S686	A.S687	A.S688	A.S689	A.S690	A.S691	A.S692	A.S693	A.S694	A.S695	A.S696	A.S697	A.S698	A.S699	A.S700	A.S701	A.S702	A.S703	A.S704	A.S705	A.S706	A.S707	A.S708	A.S709	A.S710	A.S711	A.S712	A.S713	A.S714	A.S715	A.S716	A.S717	A.S718	A.S719	A.S720	A.S721	A.S722	A.S723	A.S724	A.S725	A.S726	A.S727	A.S728	A.S729	A.S730	A.S731	A.S732	A.S733	A.S734	A.S735	A.S736	A.S737	A.S738	A.S739	A.S740	A.S741	A.S742	A.S743	A.S744	A.S745	A.S746	A.S747	A.S748	A.S749	A.S750	A.S751	A.S752	A.S753	A.S754	A.S755	A.S756	A.S757	A.S758	A.S759	A.S760	A.S761	A.S762	A.S763	A.S764	A.S765	A.S766	A.S767	A.S768	A.S769	A.S936	A.S937	A.S938	A.S939	A.S940	A.S941	A.S942	A.S943	A.S944	
Anaerostipes	0.00174554	0.00204736	0.00037663	0.00474665	0.00087372	0.00114300	0.00059280	0.00325091	0.00266923	0.00031195	0.00206711	0.00048423	0.00177412	0.00206883	0.00128333	0.00000000	0.00188212	0.01465412	0.00042179	0.00110670	0.00195522	0.00076673	0.00000000	0.00891307	0.00000000	0.00111977	0.00160975	0.00229750	0.00136181	0.00140804	0.00115597	0.00073956	0.00226157	0.00126312	0.00442457	0.00084880	0.00027658	0.00070114	0.00378680	0.00089176	0.00093499	0.00219789	0.00042321	0.00116547	0.00098060	0.00020678	0.00067744	0.00082888	0.00177515	0.00135865	0.00071942	0.00372071	0.00073319	0.00057608	0.01052732	0.00020380	0.00219295	0.00269599	0.07756402	0.00107828	0.00043998	0.00056742	0.00137963	0.00168023	0.00323330	0.00147889	0.00048803	0.00000000	0.00119771	0.01341265	0.00123673	0.00200117	0.00178339	0.00193329	0.00098273	0.00175902	0.00043020	0.00029207	0.00049388	0.00307778	0.00044316	0.00202331	0.00040130	0.00562341	0.00033826	0.00129083	0.00131542	0.00148967	0.00142077	0.00566423	0.00056728	0.00180315	0.00095070	0.00074019	0.00154614	0.00034643	0.00081541	0.00366657	0.00053531	0.00000000	0.00016213	0.00058033	0.00243464	0.00061414	0.00034075	0.00066364	0.00017006	0.00050552	0.00078516	0.00028392	0.00170200	0.00053158	0.00000000	0.00140112	0.00160048	0.00041973	0.00082409	0.00026733	0.00195733	0.00157628	0.00149493	0.00115712	0.00000000	0.00049425	0.00248051	0.00199208	0.00058069	0.00145221	0.00111257	0.00058123	0.00084110	0.00041058	0.00088127	0.00105494	0.00025641	0.00482408	0.00033988	0.00071135	0.00034096	0.00078055	0.00036686	0.00022763	0.00022548	0.00060719	0.00033124	0.00000000	0.00034360	0.00582856	0.00028453	0.00084968	0.00034314	0.00327459	0.00044324	0.00012459	0.00061120	0.00035562	
Anaerotruncus	0.00060180	0.00102808	0.00092188	0.00036449	0.00141750	0.00059781	0.00173110	0.00165183	0.00081908	0.00155406	0.00000000	0.00104296	0.00000000	0.00000000	0.00056221	0.00000000	0.00000000	0.00105763	0.00152528	0.00283212	0.00094753	0.00151227	0.00121062	0.00040145	0.00000000	0.00145404	0.00000000	0.00026989	0.00096265	0.00123893	0.00035892	0.00319062	0.00028556	0.00053415	0.00000000	0.00202059	0.00263898	0.00059620	0.00000000	0.00061791	0.00136011	0.00066915	0.00030818	0.00069644	0.00384709	0.00014180	0.00105475	0.00078842	0.00139421	0.00138837	0.00083232	0.00065625	0.00173417	0.00117268	0.00000000	0.00073480	0.00000000	0.00136382	0.00000000	0.00063609	0.00254100	0.00236317	0.00066218	0.00050431	0.00064052	0.00075594	0.00147371	0.00000000	0.00091643	0.00031800	0.00054908	0.00120402	0.00122352	0.00087552	0.00095815	0.00090719	0.00177626	0.00171514	0.00056806	0.00000000	0.00106158	0.00129835	0.00117670	0.00082680	0.00274259	0.00000000	0.00147279	0.00000000	0.00047342	0.00038157	0.00254902	0.00069106	0.00125560	0.00071597	0.00372448	0.00217821	0.00062295	0.00000000	0.00104944	0.00023185	0.00140211	0.00038037	0.00160378	0.00157937	0.00159060	0.00084963	0.00165367	0.00042284	0.00148661	0.00120413	0.00102016	0.00077913	0.00085685	0.00205263	0.00070067	0.00121732	0.00080910	0.00058662	0.00106799	0.00068192	0.00195778	0.00154463	0.00060791	0.00082778	0.00052633	0.00053440	0.00106754	0.00070427	0.00176414	0.00241741	0.00069102	0.00377754	0.00140717	0.00147117	0.00068422	0.00000000	0.00249831	0.00183758	0.00081010	0.00079734	0.00046544	0.00036872	0.00000000	0.00044546	0.00083084	0.00000000	0.00000000	0.00075484	0.00092896	0.00076277	0.00140054	0.00030483	0.00093604	0.00119450	0.00088200	0.00203944	
Atopobium	0.00000000	0.00000000	0.00024055	0.00000000	0.00000000	0.00000000	0.00000000	0.00026407	0.00000000	0.00018675	0.00000000	0.00000000	0.00000000	0.00000000	0.00056623	0.00000000	0.00000000	0.00000000	0.00000000	0.00012524	0.00000000	0.00022188	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00091799	0.00000000	0.00000000	0.00000000	0.00015582	0.00000000	0.00053118	0.00021358	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041727	0.00000000	0.00090886	0.00000000	0.00000000	0.00025842	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032007	0.00122309	0.00000000	0.00000000	0.00000000	0.00039984	0.00000000	0.00019040	0.00000000	0.00000000	0.00000000	0.00000000	0.00155829	0.00000000	0.00031157	0.00013558	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038529	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00046177	0.00000000	0.00000000	0.00079262	0.00062941	0.00000000	0.00200098	0.00052940	0.00030342	0.00008047	0.00000000	0.00000000	0.00050259	0.00000000	0.00000000	0.00146836	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026216	0.00000000	0.00013476	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022158	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028936	0.00000000	0.00024434	0.00380434	0.00000000	0.00000000	0.00000000	0.00000000	0.00044712	0.00044707	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00057309	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bacillus	0.00047778	0.00103726	0.00109462	0.00094736	0.00117759	0.00067353	0.00074420	0.00099706	0.00072163	0.00153985	0.00000000	0.00089462	0.00030347	0.00000000	0.00094369	0.00000000	0.00045185	0.00124574	0.00094381	0.00117425	0.00040405	0.00174055	0.00168511	0.00139874	0.00000000	0.00120092	0.00000000	0.00063427	0.00090907	0.00118540	0.00062760	0.00156450	0.00059882	0.00055810	0.00084528	0.00121861	0.00093561	0.00035473	0.00000000	0.00048987	0.00072857	0.00064957	0.00000000	0.00092486	0.00118588	0.00000000	0.00096802	0.00111858	0.00162994	0.00095466	0.00070482	0.00056853	0.00142763	0.00119193	0.00000000	0.00039687	0.00000000	0.00112651	0.00000000	0.00078234	0.00091426	0.00113398	0.00143140	0.00069426	0.00116721	0.00066307	0.00092848	0.00000000	0.00083199	0.00064777	0.00086839	0.00081537	0.00149209	0.00102323	0.00074665	0.00079739	0.00099301	0.00121519	0.00051667	0.00000000	0.00070665	0.00098230	0.00090245	0.00078219	0.00116506	0.00042336	0.00089531	0.00000000	0.00054712	0.00051675	0.00074793	0.00078223	0.00068951	0.00077678	0.00062671	0.00100553	0.00070986	0.00059298	0.00138817	0.00013060	0.00051303	0.00016675	0.00167938	0.00103743	0.00107079	0.00153733	0.00090246	0.00076534	0.00051661	0.00079849	0.00128718	0.00067413	0.00057764	0.00081616	0.00074172	0.00127556	0.00068205	0.00035646	0.00084496	0.00056493	0.00158390	0.00087507	0.00044033	0.00106293	0.00088926	0.00053287	0.00043017	0.00063910	0.00141388	0.00085695	0.00081088	0.00127799	0.00142712	0.00154076	0.00078060	0.00051763	0.00085090	0.00064186	0.00046192	0.00030404	0.00049584	0.00066474	0.00027373	0.00069819	0.00050022	0.00000000	0.00029289	0.00071349	0.00109126	0.00076402	0.00194172	0.00108949	0.00119166	0.00054736	0.00086247	0.00072869	
Bacteroides	0.00602313	0.00495899	0.00305230	0.02115644	0.04270776	0.00267266	0.14726404	0.01254505	0.00460788	0.02269551	0.00182214	0.00946130	0.00399944	0.00108443	0.00532292	0.00000000	0.00123646	0.02836539	0.14825913	0.03432976	0.01090838	0.05109397	0.00574176	0.02694491	0.83819431	0.06851960	0.00000000	0.00412730	0.01579344	0.04304228	0.02648545	0.04918275	0.00957212	0.03723862	0.00957867	0.03720294	0.01541894	0.00366946	0.00423216	0.00243468	0.04978149	0.10474247	0.12113227	0.00830133	0.03651651	0.24259068	0.08858231	0.01339759	0.16871202	0.01514548	0.01469187	0.01076100	0.02942651	0.01480273	0.00266049	0.03980922	0.00260400	0.03295210	0.17681249	0.06051240	0.10588877	0.06916416	0.00379252	0.00139433	0.00181117	0.05975651	0.05862290	0.24343790	0.00152825	0.04948562	0.00286877	0.01580821	0.00743847	0.00619683	0.08359238	0.04449806	0.05656696	0.14362073	0.24536550	0.00132722	0.04146472	0.05325940	0.14853355	0.03477660	0.10326767	0.00337546	0.01932141	0.00194154	0.00128801	0.00186047	0.06967026	0.00147782	0.00497451	0.00139061	0.02006282	0.12146319	0.00115063	0.00102142	0.01005753	0.00030592	0.03732415	0.30730598	0.05036104	0.05616400	0.24767597	0.01674642	0.12653497	0.00825883	0.29182080	0.06204369	0.01541443	0.09025598	0.14332424	0.02754587	0.00700805	0.03172082	0.14346222	0.14417344	0.08808639	0.07267877	0.01332714	0.02235935	0.29821903	0.09742275	0.00226591	0.17472406	0.23999582	0.00174502	0.06537592	0.07063640	0.05366221	0.10175600	0.00824973	0.02097270	0.10507592	0.00214118	0.08485654	0.05418403	0.29455681	0.51005006	0.23148832	0.12083545	0.02201076	0.00688940	0.01636908	0.00295248	0.01967483	0.04566050	0.13645325	0.11642534	0.07317595	0.01118668	0.13553286	0.37976136	0.12275389	0.13387278	
Barnesiella	0.00000000	0.00000000	0.00018553	0.00000000	0.00032177	0.00000000	0.00912803	0.00000000	0.00000000	0.00167298	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00982799	0.00036174	0.00000000	0.00125459	0.00024447	0.00020637	0.00000000	0.00274387	0.00000000	0.00000000	0.00000000	0.00021538	0.00059784	0.00229936	0.00000000	0.00000000	0.00000000	0.00481225	0.00061152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00508892	0.00000000	0.00050267	0.00000000	0.00459556	0.00000000	0.03573644	0.00000000	0.00000000	0.00000000	0.00062378	0.00000000	0.00000000	0.00000000	0.00000000	0.00134884	0.00000000	0.00000000	0.00000000	0.00544617	0.00000000	0.00000000	0.00000000	0.00396301	0.00015455	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00123485	0.01036228	0.00527016	0.00000000	0.00000000	0.00000000	0.00000000	0.00560765	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00149275	0.01111762	0.00000000	0.00000000	0.00000000	0.00000000	0.00039195	0.00000000	0.00267867	0.00000000	0.02949613	0.00000000	0.01387747	0.00000000	0.01650900	0.00483861	0.00378943	0.00731316	0.00974214	0.00000000	0.00000000	0.00304829	0.00271719	0.01514601	0.00597746	0.00455379	0.00000000	0.00000000	0.00136741	0.00237573	0.00000000	0.00000000	0.00106784	0.00000000	0.00000000	0.00738083	0.00387825	0.01622015	0.00015305	0.00040432	0.00053541	0.00000000	0.00036841	0.00629893	0.00000000	0.00051048	0.00033069	0.00386108	0.00031362	0.00000000	0.00029539	0.00000000	0.00000000	0.00000000	0.01242958	0.01171231	0.00321599	0.00000000	0.00538522	0.00000000	0.00723988	0.00036521	
Bifidobacterium	0.00076117	0.05906819	0.04525943	0.00000000	0.00635989	0.07535947	0.02094630	0.00079996	0.02138753	0.04572322	0.22724200	0.07100211	0.21732818	0.13179089	0.06501870	0.00000000	0.49275788	0.01176033	0.00035447	0.06595387	0.10472043	0.01601254	0.02740279	0.01375866	0.01568641	0.01897356	0.00000000	0.04423419	0.16218639	0.07254473	0.06557219	0.00996323	0.02142933	0.02952020	0.12913016	0.02409564	0.00336773	0.13450292	0.18807448	0.07200624	0.06315599	0.02988840	0.29149379	0.17912625	0.00764366	0.00045732	0.03808703	0.05367290	0.03202808	0.05715376	0.14151447	0.04869231	0.04952262	0.02541688	0.01141860	0.00566100	0.07042000	0.00891811	0.00000000	0.01416355	0.00065740	0.03074210	0.07360583	0.02432099	0.02490820	0.03543048	0.03497664	0.00000000	0.08437711	0.00028630	0.10593519	0.08876026	0.02180591	0.22472536	0.00869322	0.22922290	0.00043005	0.00177169	0.00032948	0.00000000	0.00506280	0.00103433	0.00389014	0.03283333	0.00055535	0.15231192	0.00919257	0.00000000	0.00734003	0.11978597	0.04847655	0.01717833	0.08043169	0.05452525	0.07321682	0.02556676	0.11492899	0.22921218	0.04444666	0.00021911	0.01287349	0.00027739	0.05473272	0.00130078	0.02166534	0.01991640	0.00384520	0.07735736	0.00029459	0.04106556	0.01453439	0.01031654	0.00000000	0.00097334	0.03618076	0.01304006	0.00044187	0.02342527	0.05268198	0.12120260	0.01007224	0.00031332	0.00526985	0.01776605	0.07375379	0.02374275	0.01702481	0.11486934	0.00070970	0.02294187	0.14281315	0.00080878	0.02655878	0.01806117	0.00482523	0.15293701	0.04380885	0.04185390	0.00615267	0.01136013	0.00563836	0.01775382	0.00932836	0.01076162	0.15656053	0.00000000	0.17290667	0.03960732	0.00437324	0.01475586	0.01380917	0.03328995	0.00797390	0.00026629	0.03728847	0.00671758	
Bilophila	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00541182	0.00118820	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012016	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00110433	0.00000000	0.00000000	0.00000000	0.00660923	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00060188	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042679	0.00000000	0.00802572	0.00190720	0.00000000	0.00000000	0.00000000	0.00000000	0.00934033	0.00000000	0.00022619	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042807	0.00000000	0.00000000	0.00000000	0.00000000	0.00060088	0.00000000	0.00000000	0.00000000	0.00000000	0.00014440	0.00000000	0.00102781	0.00000000	0.00000000	0.00000000	0.00849769	0.00000000	0.00215175	0.00024522	0.00000000	0.00000000	0.00255056	0.00000000	0.00000000	0.00000000	0.00000000	0.00834274	0.00505571	0.00000000	0.00014712	0.00813423	0.00017182	0.00000000	0.00000000	0.00000000	0.00955070	0.00000000	0.00000000	0.00036627	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00120533	0.00044014	0.00014411	0.00037888	0.00170358	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020023	0.00000000	0.00195912	0.00000000	0.00000000	0.00000000	0.00990363	0.00000000	0.00786383	
Blastocystis	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035679	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01019797	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.02115836	0.02462231	0.01000678	0.03962190	0.01270742	0.02281461	0.00985780	0.02945132	0.06091977	0.01032752	0.01374842	0.00746462	0.02741752	0.05108127	0.02866413	0.00000000	0.02158350	0.00619881	0.00530820	0.00854745	0.01547522	0.00884894	0.00574920	0.03511572	0.00220641	0.01881269	0.04399549	0.04223025	0.02139816	0.02226184	0.01301732	0.01302241	0.01677454	0.02034348	0.06072302	0.01033486	0.00533329	0.02773760	0.02114981	0.02727472	0.01094055	0.01556293	0.00556797	0.01041465	0.01722100	0.00683386	0.01092099	0.02418988	0.00787341	0.02602648	0.01481041	0.02621162	0.01114429	0.02095245	0.02141394	0.01014625	0.01137039	0.03235934	0.03062290	0.03153627	0.00664487	0.00395936	0.01543100	0.03125381	0.02972301	0.01297539	0.00948818	0.01185230	0.03218688	0.01847595	0.03886884	0.01480508	0.01694340	0.01404359	0.00538636	0.01070336	0.00392204	0.00510801	0.01261589	0.04004884	0.01078722	0.01530347	0.01470660	0.05985587	0.00371718	0.03907472	0.01845768	0.04214269	0.04746443	0.03407292	0.00674710	0.05649052	0.01572545	0.01957620	0.01033864	0.00376212	0.01652522	0.03247345	0.00348135	0.00557032	0.00204225	0.01642442	0.01069063	0.00786971	0.00279428	0.01684137	0.00859470	0.01977019	0.00907828	0.00414839	0.01819189	0.00893451	0.00683224	0.02157329	0.02617085	0.00582284	0.02202616	0.00677730	0.02050068	0.01191912	0.01529823	0.03046496	0.00253685	0.01292118	0.02148396	0.02590736	0.00912401	0.01839206	0.01251385	0.01056014	0.00900879	0.01122299	0.01311823	0.00807942	0.00250171	0.03248946	0.00908429	0.00888062	0.01133449	0.00957407	0.00535544	0.00750951	0.01176857	0.01417954	0.00575621	0.00000000	0.01494321	0.02518458	0.01114662	0.00782893	0.00889496	0.01092370	0.01007782	0.00297175	0.00757877	0.00592652	
Butyricicoccus	0.00560420	0.00207541	0.00069271	0.00026265	0.00103846	0.00330236	0.00071643	0.00423189	0.00349491	0.00741299	0.00239078	0.00225626	0.00000000	0.00000000	0.00088445	0.00000000	0.00214617	0.00097456	0.00276375	0.00113550	0.00067741	0.00320790	0.00500137	0.00072028	0.00000000	0.00054280	0.00000000	0.00989655	0.00296161	0.00624736	0.00474878	0.00388873	0.00032214	0.00353017	0.00109522	0.00091932	0.00260328	0.00132956	0.00261837	0.00783250	0.00464529	0.00471016	0.00244807	0.00278278	0.00148025	0.00000000	0.00226844	0.00132552	0.00182078	0.00500117	0.00217770	0.00396609	0.00364167	0.00611754	0.00326779	0.00401625	0.00000000	0.00214558	0.00000000	0.00080744	0.00117149	0.00056837	0.00263068	0.00000000	0.00324838	0.00225604	0.00218311	0.00000000	0.00253140	0.00015879	0.00050798	0.00093372	0.00288298	0.00571018	0.00405919	0.00618343	0.00367563	0.00202195	0.00335437	0.00000000	0.00231528	0.00425590	0.00271898	0.00646880	0.00143059	0.00112986	0.00057587	0.00168375	0.00118362	0.00837350	0.00071795	0.00087794	0.00267200	0.00147670	0.00553254	0.00220539	0.00237679	0.00189796	0.00111176	0.00041131	0.00048451	0.00212757	0.00096629	0.00072935	0.00065627	0.00123598	0.00118934	0.00201771	0.00105340	0.00164677	0.00572858	0.00066257	0.00089317	0.05538024	0.00268653	0.00069334	0.00324018	0.00070234	0.00423859	0.00190031	0.00127576	0.00051260	0.00053113	0.00288259	0.00293020	0.00131361	0.00360346	0.00156861	0.00220273	0.00276943	0.00065467	0.00185647	0.00054102	0.00081954	0.00093742	0.00000000	0.00281964	0.00058530	0.00039434	0.00082172	0.00466095	0.00071405	0.00000000	0.00542502	0.00028687	0.00000000	0.00032213	0.00402331	0.00050209	0.00152409	0.00284908	0.00581438	0.00258984	0.00173335	0.00090405	0.00270644	
Butyricimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020785	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00047880	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031734	0.00036557	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026956	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023159	0.00000000	0.00058412	0.00000000	0.00524095	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00288359	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027868	0.00025714	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037994	0.00000000	0.00020603	0.00022786	0.00063305	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00325381	0.00227754	0.00000000	0.00000000	0.00000000	0.00000000	0.00093195	0.00021400	
Butyrivibrio	0.00197573	0.00192908	0.00110987	0.00096635	0.00213112	0.00088444	0.00163831	0.00185107	0.00139963	0.00229573	0.00034160	0.00222924	0.00000000	0.00104708	0.00120962	0.00000000	0.00047199	0.00105186	0.00113409	0.00182018	0.00117925	0.01112825	0.00588510	0.00043345	0.00000000	0.00171612	0.00136083	0.00053261	0.00122700	0.00150076	0.00199510	0.00207302	0.00093979	0.00098595	0.00069720	0.00213936	0.00148885	0.00117215	0.00055303	0.00135514	0.00205883	0.00173693	0.00020365	0.00152959	0.00201573	0.00021097	0.00269392	0.00143639	0.00192858	0.00157861	0.00157142	0.00124575	0.00626464	0.00252991	0.00000000	0.00054117	0.00061085	0.00136214	0.00000000	0.00193821	0.00180256	0.00315836	0.00125189	0.00137035	0.00176864	0.00110498	0.00125172	0.00000000	0.00161325	0.00000000	0.00111252	0.00156747	0.05021687	0.00129319	0.00216490	0.00092929	0.00199324	0.00260763	0.00102320	0.00000000	0.00191534	0.00172941	0.00181177	0.00120881	0.00611786	0.00085662	0.00151412	0.00092577	0.00162708	0.00065701	0.00196826	0.00151375	0.00275390	0.00171239	0.00070537	0.05793110	0.00138817	0.00000000	0.00110598	0.00009331	0.00064218	0.00054501	0.00192186	0.00123575	0.00141858	0.00280497	0.00181500	0.00050209	0.00137694	0.00182120	0.00201608	0.00069453	0.00113749	0.00136780	0.00128937	0.00607263	0.00209504	0.00071714	0.00106049	0.00104451	0.00202852	0.00157932	0.00000000	0.00166381	0.00115999	0.00116869	0.00096821	0.00121634	0.06470891	0.00201041	0.00087083	0.00688843	0.00567631	0.00169417	0.03899485	0.00051427	0.00166834	0.00138870	0.00082938	0.00073788	0.00044180	0.00080904	0.00036714	0.00045325	0.00055735	0.00000000	0.00029644	0.00084657	0.04869100	0.00162386	0.00163638	0.00161369	0.00179301	0.00159523	0.00143729	0.00159306	
