ID	F.S001	F.S003	F.S024	F.S025	F.S026	F.S027	F.S030	F.S039	F.S040	F.S051	F.S052	F.S053	F.S054	F.S060	F.S105	F.S110	F.S113	F.S115	F.S116	F.S118	F.S121	F.S125	F.S129	F.S132	F.S139	F.S142	F.S152	F.S156	F.S161	F.S162	F.S166	F.S169	F.S170	F.S173	F.S187	F.S191	F.S192	F.S193	F.S194	F.S195	F.S196	F.S198	F.S200	F.S208	F.S211	F.S212	F.S213	F.S214	F.S215	F.S218	F.S221	F.S223	F.S229	F.S241	F.S249	F.S268	F.S275	F.S276	F.S281	F.S282	F.S293	F.S294	F.S298	F.S302	F.S305	F.S310	F.S312	F.S316	F.S328	F.S344	F.S349	F.S376	F.S382	F.S390	F.S393	F.S398	F.S399	F.S400	F.S404	F.S414	F.S419	F.S430	F.S449	F.S450	F.S451	F.S459	F.S460	F.S473	F.S474	F.S495	F.S496	F.S500	F.S503	F.S504	F.S505	F.S506	F.S507	F.S510	F.S539	F.S542	F.S548	F.S551	F.S552	F.S558	F.S568	F.S596	F.S606	F.S617	F.S626	F.S628	F.S643	F.S652	F.S654	F.S664	F.S666	F.S667	F.S672	F.S682	F.S684	F.S696	F.S716	F.S719	F.S721	F.S722	F.S723	F.S726	F.S728	F.S730	F.S734	F.S751	F.S759	F.S767	F.S768	F.S770	F.S772	F.S780	F.S783	F.S788	F.S790	F.S792	F.S812	F.S815	F.S817	F.S820	F.S823	F.S824	F.S825	F.S826	F.S827	F.S828	F.S829	F.S830	F.S835	F.S901	F.S902	
Anaerofustis	0.00000000	0.00000000	0.00000000	0.00000000	0.00013543	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009812	0.00101654	0.00065327	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013304	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014538	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012029	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014527	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019859	0.00016487	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Anaerostipes	0.00000000	0.00131425	0.00074164	0.00057651	0.00036725	0.00032984	0.00073552	0.00000000	0.00000000	0.00000000	0.00027601	0.00120146	0.00000000	0.00000000	0.00027725	0.00046639	0.00053691	0.00322286	0.00037851	0.00104373	0.00069234	0.00095718	0.00230535	0.00019678	0.00019356	0.00499771	0.00090376	0.00043763	0.00078409	0.00000000	0.00000000	0.00091770	0.00144201	0.00000000	0.00054125	0.00144275	0.00096889	0.00000000	0.00102343	0.00052280	0.00033677	0.00000000	0.00000000	0.00000000	0.00036626	0.00063777	0.00055652	0.00000000	0.00000000	0.00000000	0.00076218	0.00000000	0.00096810	0.00026310	0.00042712	0.00000000	0.00014913	0.00090621	0.00000000	0.00000000	0.00112816	0.00092558	0.00141647	0.00066571	0.00099543	0.00000000	0.00075259	0.00135325	0.00026909	0.00000000	0.00047168	0.00018840	0.00000000	0.00095168	0.00076472	0.00140563	0.00027872	0.00048338	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073305	0.00000000	0.00000000	0.00041574	0.00054852	0.00000000	0.00000000	0.00048650	0.00042942	0.00058492	0.00043431	0.00000000	0.00062070	0.00000000	0.00000000	0.00080652	0.00022778	0.00000000	0.00000000	0.00053597	0.00139617	0.00126391	0.00110136	0.00054210	0.00235402	0.00000000	0.00201486	0.00038605	0.00027805	0.00044797	0.00061197	0.00070984	0.00175371	0.00125476	0.00000000	0.00073287	0.00136225	0.00082601	0.00063834	0.00189065	0.00000000	0.00054163	0.00144790	0.00151417	0.00195643	0.00051909	0.00313222	0.00049794	0.00014097	0.00033905	0.00000000	0.00000000	0.00033324	0.00029479	0.00000000	0.00047410	0.00077356	0.00022009	0.00164077	0.00000000	0.00000000	0.00000000	0.01010627	0.00000000	0.00052626	0.00068376	0.00000000	0.00000000	0.00000000	0.00000000	0.00017421	0.00000000	
Anaerotruncus	0.00080475	0.00000000	0.00182228	0.00109877	0.00188837	0.00064865	0.00149980	0.00226571	0.00064968	0.00053405	0.00067299	0.00054585	0.00101574	0.00029276	0.00075746	0.00103720	0.00085379	0.00103409	0.00060214	0.00037186	0.00077006	0.00287503	0.00109199	0.00063714	0.00041499	0.00076563	0.00214048	0.00084280	0.00109299	0.00099867	0.00000000	0.00066896	0.00069674	0.00000000	0.00119662	0.00209947	0.00159365	0.00000000	0.00042237	0.00102791	0.00064046	0.00117111	0.00081697	0.00017171	0.00055569	0.00095411	0.00110787	0.00168535	0.00000000	0.00000000	0.00124281	0.03564882	0.00000000	0.00036957	0.00097154	0.00000000	0.00144674	0.00059444	0.00070433	0.00000000	0.00082611	0.00111335	0.00099001	0.00187884	0.00039430	0.00206610	0.00073568	0.00111515	0.00037302	0.00178122	0.00050015	0.00047737	0.00160606	0.00000000	0.00086938	0.00220381	0.00089926	0.00075898	0.00157423	0.00172223	0.00094737	0.00184122	0.00431516	0.00079918	0.00136396	0.00133501	0.00222959	0.00057673	0.00056639	0.00115040	0.00129446	0.00132581	0.00117315	0.00255621	0.02062547	0.00048110	0.00107115	0.00103620	0.00129868	0.00090526	0.00486694	0.00093487	0.00117921	0.00061980	0.00124914	0.00033771	0.00082073	0.00095522	0.00000000	0.00071308	0.00088062	0.00108594	0.00146478	0.00089975	0.00072650	0.00123357	0.00102437	0.00000000	0.00126308	0.00052559	0.00050849	0.00098606	0.00031692	0.00148993	0.00076707	0.00157820	0.00108373	0.00128273	0.00159974	0.00065329	0.00063440	0.00645237	0.00620734	0.00078089	0.00071727	0.00075868	0.00125566	0.00329513	0.00081972	0.00084742	0.00080685	0.00139186	0.00250690	0.00059765	0.00000000	0.00031343	0.01244645	0.00074413	0.00044076	0.00000000	0.00065789	0.00000000	0.00091648	0.00078486	0.00000000	
Atopobium	0.00000000	0.00000000	0.00000000	0.00000000	0.00008064	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023631	0.00000000	0.00000000	0.00000000	0.00060264	0.00000000	0.00000000	0.00025053	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013949	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00092502	0.00000000	0.00000000	0.00103294	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00069524	0.00000000	0.00000000	0.00000000	0.00000000	0.00043233	0.00046865	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073566	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010338	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015726	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00292437	0.00000000	0.00032084	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073816	0.00060304	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033247	0.00000000	0.00000000	0.00000000	0.00000000	0.00016523	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00056125	0.00000000	0.00000000	0.00000000	0.00000000	0.00091120	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bacillus	0.00118279	0.00049046	0.00103233	0.00060729	0.00101968	0.00071929	0.00101554	0.00140594	0.00103372	0.00067373	0.00128991	0.00073465	0.00053141	0.00063928	0.00098005	0.00201772	0.00110159	0.00149005	0.00109988	0.00077525	0.00160712	0.00135970	0.00106456	0.00048993	0.00077576	0.00096791	0.00131516	0.00133390	0.00099403	0.00201340	0.00000000	0.00092336	0.00156518	0.00000000	0.00123648	0.00122336	0.00073388	0.00000000	0.00055430	0.00107275	0.00069027	0.00067051	0.01528421	0.00000000	0.00059738	0.00076276	0.00086768	0.00000000	0.00000000	0.00036789	0.00110646	0.00080204	0.00000000	0.00035089	0.00089896	0.00000000	0.00102461	0.00119532	0.00033698	0.00000000	0.00159147	0.00120591	0.00123581	0.00152748	0.00107751	0.00084129	0.00071907	0.00090356	0.00027052	0.00048433	0.00066320	0.00055805	0.00120898	0.00035504	0.00039955	0.00138280	0.00084980	0.00104867	0.00035436	0.00084428	0.00063802	0.00000000	0.00059909	0.00100133	0.00074232	0.00032220	0.00083019	0.00093831	0.00000000	0.00061615	0.00053776	0.00135430	0.00000000	0.00100508	0.00000000	0.00081197	0.00047690	0.00125346	0.00059135	0.00066617	0.00120363	0.00070599	0.00114497	0.00076032	0.00099531	0.00030723	0.00118903	0.00083201	0.00000000	0.00115568	0.00111988	0.00085495	0.00085784	0.00095273	0.00039966	0.00063106	0.00115690	0.00000000	0.00128857	0.00065539	0.00104090	0.00099097	0.00031402	0.00000000	0.00093231	0.00128254	0.00088768	0.00000000	0.00117706	0.00105245	0.00159730	0.00057171	0.00096454	0.00052623	0.00000000	0.00048760	0.00132137	0.00074233	0.00068205	0.00177688	0.00081145	0.00097114	0.00032721	0.00125558	0.00000000	0.00022343	0.00082058	0.00074692	0.00028793	0.00000000	0.00084212	0.00000000	0.00067596	0.00079717	0.00043570	
Bacteroides	0.16069353	0.30235867	0.07126047	0.16999433	0.07628379	0.18882401	0.18377464	0.12993864	0.27887749	0.11495248	0.18571380	0.17968324	0.39464598	0.15936582	0.19646904	0.10857297	0.06021622	0.00135538	0.15317459	0.17287384	0.17538152	0.04235670	0.07964990	0.09434014	0.09594503	0.02508121	0.03153414	0.14835998	0.04549663	0.14742610	0.35098439	0.20580245	0.15572243	0.07039307	0.08650391	0.03097085	0.14915586	0.15654240	0.15894209	0.26820009	0.30458277	0.10158170	0.05787249	0.50692051	0.30307570	0.15299667	0.17451840	0.21058115	0.00115124	0.21982338	0.10163892	0.01903667	0.20071013	0.45291929	0.16562373	0.22530329	0.24674675	0.13268440	0.45878797	0.18033669	0.08327660	0.02892971	0.12766251	0.15170342	0.07092143	0.07362720	0.16454759	0.01132358	0.49384017	0.22883638	0.05532286	0.10554587	0.22986950	0.31822126	0.29627632	0.05664465	0.21920699	0.11491628	0.39056396	0.08682291	0.13371697	0.04750014	0.19192472	0.18094616	0.19664534	0.16472434	0.14602416	0.15154390	0.09431541	0.06106581	0.19053577	0.09905123	0.27735464	0.13354664	0.36658155	0.23106916	0.42159523	0.09453335	0.10420499	0.25188576	0.05033676	0.15561592	0.10492582	0.11325546	0.04931025	0.34038725	0.13428292	0.00307038	0.08409460	0.03476584	0.08471229	0.12620845	0.11220013	0.05308990	0.15816376	0.15053640	0.08499432	0.25767660	0.16115261	0.16487450	0.25706180	0.19031948	0.44716497	0.08693168	0.18680897	0.09245920	0.17818615	0.13722129	0.10837663	0.11529470	0.12115244	0.26512057	0.03001760	0.13821720	0.30573496	0.26539460	0.10203906	0.13569645	0.33053505	0.20712078	0.17865737	0.10325477	0.19354772	0.13974057	0.10434774	0.35777854	0.28037718	0.20379656	0.37383684	0.51319457	0.07460148	0.67553984	0.09602187	0.00000000	0.51962801	
Barnesiella	0.00551800	0.00000000	0.01659334	0.01140023	0.00264318	0.01285195	0.01449998	0.01548023	0.02157994	0.00000000	0.00000000	0.00040152	0.00543511	0.00156095	0.00766777	0.00092773	0.00571290	0.00000000	0.00060014	0.00047748	0.00000000	0.00057138	0.00789223	0.01367671	0.00070575	0.00078823	0.00047187	0.00589707	0.00059355	0.01445580	0.00101597	0.00466438	0.00485623	0.00000000	0.00902699	0.00000000	0.01074213	0.00000000	0.00032179	0.00047132	0.00033453	0.00046891	0.00076836	0.00000000	0.00694029	0.01547033	0.00377537	0.00150309	0.00000000	0.00000000	0.00023436	0.00000000	0.00000000	0.01810632	0.00478610	0.00000000	0.00069363	0.00717805	0.01113433	0.00000000	0.04074053	0.00046225	0.00000000	0.00530875	0.00000000	0.02264761	0.00852360	0.00035887	0.01070415	0.00540930	0.00078313	0.00124541	0.00000000	0.00000000	0.00033453	0.01699713	0.00642883	0.01556317	0.00000000	0.00029047	0.00088836	0.00000000	0.00104153	0.00042301	0.00369142	0.00251569	0.00426956	0.00060783	0.00466708	0.00443272	0.00888871	0.01517408	0.00215737	0.01004740	0.00059865	0.00087332	0.00035705	0.00679287	0.01517552	0.00000000	0.00048429	0.00463254	0.00578372	0.00842099	0.00065658	0.00000000	0.00143128	0.00000000	0.00184915	0.00024155	0.00988814	0.00066993	0.01752227	0.00291033	0.00096912	0.00048394	0.00620140	0.00000000	0.00517241	0.00043401	0.00827541	0.00391147	0.00026815	0.00101854	0.00457372	0.00029525	0.00053552	0.00000000	0.00885539	0.00037742	0.00025089	0.01665787	0.00041806	0.00000000	0.00000000	0.00392906	0.00188636	0.00690626	0.00451382	0.00478180	0.00470457	0.02059565	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00066931	0.00943996	0.01076983	0.00062873	0.00000000	0.00021565	0.00000000	0.01239674	
Bifidobacterium	0.00000000	0.00041396	0.05242348	0.03254669	0.00027716	0.00177982	0.00296334	0.00000000	0.00000000	0.00000000	0.00000000	0.02440518	0.00000000	0.00000000	0.00068354	0.00481897	0.03742197	0.06736740	0.00000000	0.01382913	0.00320841	0.04499098	0.00048156	0.00539909	0.00088835	0.04618572	0.02128803	0.00504397	0.01670617	0.00000000	0.00301241	0.05298533	0.00066512	0.06427189	0.00589008	0.01939504	0.01981143	0.00000000	0.05942161	0.00071753	0.00019133	0.02786097	0.00000000	0.00000000	0.02098800	0.01080821	0.00022634	0.00075156	0.00179102	0.00000000	0.11978708	0.00541456	0.06452130	0.00049725	0.00067157	0.00000000	0.00000000	0.07752342	0.00047212	0.00000000	0.02636735	0.02760840	0.00038650	0.00770602	0.03927704	0.00000000	0.03393106	0.04610842	0.00000000	0.01362717	0.00225740	0.00021445	0.00000000	0.02823331	0.04832418	0.02260417	0.00318807	0.04046683	0.00000000	0.00044813	0.00000000	0.00000000	0.00030617	0.00044610	0.01748019	0.00044084	0.01394680	0.00267676	0.00000000	0.00041616	0.00036440	0.01500625	0.00000000	0.00225427	0.01288195	0.00118914	0.00045551	0.00036402	0.12061058	0.05807967	0.04045879	0.00672514	0.01455758	0.06443510	0.03006467	0.00025313	0.00062563	0.03367156	0.07897817	0.01778326	0.00774009	0.00587737	0.01055949	0.00352647	0.12134131	0.03689313	0.01182801	0.02503710	0.00447087	0.04206833	0.00057350	0.00677205	0.00000000	0.01870950	0.00052692	0.04728728	0.03436021	0.00367814	0.00274133	0.00066644	0.03975833	0.00000000	0.00308743	0.02429796	0.05085367	0.00076982	0.00210182	0.03019890	0.00000000	0.00603018	0.00023271	0.03840683	0.08233531	0.01008264	0.00000000	0.00214249	0.00000000	0.00033078	0.01539941	0.00000000	0.00000000	0.03201826	0.00059188	0.00025263	0.00000000	
Bilophila	0.00000000	0.00000000	0.00000000	0.00142612	0.00624735	0.00158990	0.00463920	0.00000000	0.00000000	0.00000000	0.00000000	0.00197906	0.01485730	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00066919	0.00010500	0.00012229	0.00076887	0.00013623	0.00000000	0.00000000	0.00000000	0.00000000	0.00075758	0.00664494	0.00000000	0.00000000	0.00015079	0.00034492	0.00053625	0.00000000	0.00000000	0.00038294	0.00033296	0.00000000	0.00000000	0.00000000	0.00024497	0.00080149	0.00478156	0.00058079	0.00000000	0.00000000	0.00091093	0.01840638	0.00026888	0.00129407	0.00030882	0.00017345	0.00079312	0.00008861	0.00596589	0.15706534	0.00000000	0.00000000	0.00312099	0.00069024	0.00000000	0.00095852	0.00151301	0.00000000	0.00624310	0.00813763	0.00000000	0.00017433	0.00000000	0.00000000	0.00439936	0.00163722	0.00000000	0.00033085	0.00233329	0.00000000	0.00033008	0.00000000	0.00378782	0.00099779	0.00231683	0.00043442	0.00349365	0.00000000	0.00034375	0.00788827	0.01331491	0.00000000	0.00000000	0.00213087	0.00993230	0.00132363	0.00009011	0.00000000	0.00111170	0.00000000	0.00051874	0.00000000	0.00000000	0.00084067	0.00164923	0.00000000	0.00022598	0.00000000	0.00000000	0.00011523	0.00000000	0.00034953	0.00041387	0.00000000	0.00000000	0.00080738	0.00075957	0.00000000	0.00009247	0.00133679	0.00014746	0.00000000	0.00015483	0.00000000	0.00015663	0.00088739	0.00000000	0.00000000	0.00048153	0.00000000	0.00000000	0.00000000	0.00000000	0.00197205	0.00228326	0.00144254	0.00023121	0.01962418	0.00000000	0.00000000	0.00000000	0.00000000	0.00408560	0.00000000	0.00000000	0.00019965	0.00000000	0.00011508	0.00412777	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blastocystis	0.00071919	0.00000000	0.00000000	0.00000000	0.00027697	0.00000000	0.00400438	0.00048596	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00139125	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00128476	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011075	0.00000000	0.00000000	0.00000000	0.00024922	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031453	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02086690	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.00210864	0.00836194	0.00721170	0.00731930	0.00499554	0.00918754	0.00757987	0.00536168	0.00337641	0.00197958	0.00276225	0.01436735	0.00263002	0.00614424	0.00584567	0.00408095	0.01372892	0.01828919	0.00412342	0.02807038	0.00732406	0.02486919	0.02601421	0.00423598	0.00389537	0.02622883	0.01332394	0.00802204	0.02130298	0.00337622	0.00403182	0.00471675	0.00982096	0.01112926	0.00681059	0.02120531	0.01571291	0.00000000	0.01230882	0.00741724	0.01206162	0.00184871	0.00135341	0.00857768	0.01036140	0.01833881	0.01127725	0.00249785	0.08331606	0.00227453	0.00278190	0.00235347	0.02262974	0.00244174	0.01034976	0.00263524	0.00477628	0.01377307	0.00476901	0.00000000	0.00516535	0.00578032	0.01061115	0.00985411	0.03060374	0.01013675	0.00938907	0.01575387	0.02266145	0.00254387	0.00747354	0.00719612	0.00418513	0.00831385	0.00380594	0.00975018	0.00504664	0.00378792	0.00164767	0.00655899	0.00198323	0.00225840	0.00691348	0.01444367	0.00368794	0.03027274	0.01121581	0.00447432	0.00778339	0.00316867	0.00422162	0.00990384	0.01254566	0.00691946	0.00167861	0.00751377	0.00995201	0.00227447	0.02548809	0.00794431	0.00341807	0.00252213	0.00754185	0.01221987	0.01861919	0.01116460	0.01692839	0.02175460	0.00313743	0.02192913	0.00450375	0.00509860	0.00548351	0.00833118	0.00884852	0.00316782	0.00485057	0.00873307	0.01313274	0.01593685	0.00645768	0.01718843	0.00992166	0.00405328	0.00716570	0.01558793	0.01143294	0.01545075	0.01049902	0.03659797	0.02666119	0.00129234	0.00494015	0.00104084	0.02495187	0.00478724	0.00531885	0.00458678	0.00559161	0.00475117	0.00733180	0.02434789	0.00755466	0.01123136	0.00000000	0.00702514	0.00260145	0.02134368	0.00377518	0.01060863	0.00334630	0.00154640	0.01632328	0.01427929	0.00119871	
Brachyspira	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00620651	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00084658	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00222275	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bulleidia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016890	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyricicoccus	0.00000000	0.00000000	0.00059746	0.00044610	0.00101118	0.00071925	0.00052285	0.00033468	0.00000000	0.00000000	0.00000000	0.00041321	0.00048664	0.00000000	0.00103989	0.00000000	0.00326440	0.00056164	0.00000000	0.00194812	0.00098539	0.00074094	0.00060882	0.00048463	0.00025924	0.00200122	0.00090738	0.00540404	0.00042147	0.00000000	0.00191096	0.00041939	0.00028834	0.00000000	0.00069676	0.00237060	0.00342573	0.00000000	0.00128996	0.00112028	0.00119144	0.00037945	0.00067736	0.00000000	0.00066112	0.00092554	0.00050437	0.00000000	0.00000000	0.00000000	0.00062583	0.00372910	0.00000000	0.00034557	0.00075342	0.00000000	0.00155629	0.00043170	0.00035763	0.00000000	0.00000000	0.00096699	0.00088737	0.00070902	0.00000000	0.00054265	0.00200663	0.00162479	0.00109424	0.00163398	0.00102554	0.00036227	0.00116167	0.00000000	0.00039831	0.00049398	0.00038019	0.00050285	0.00257288	0.00058994	0.00080837	0.00137187	0.00131910	0.00155888	0.00321805	0.00050766	0.00060402	0.00039073	0.00136830	0.00233043	0.00410577	0.00044907	0.00111146	0.00125961	0.00046025	0.00074206	0.00025340	0.00035971	0.00071727	0.00047135	0.00141168	0.00033706	0.00101735	0.00017390	0.00133649	0.00275494	0.00161949	0.00379907	0.00000000	0.00042985	0.00045199	0.00070574	0.00036924	0.00049230	0.00000000	0.00038644	0.00051014	0.00000000	0.00051430	0.00000000	0.00043185	0.00000000	0.00114134	0.00000000	0.00039745	0.00314260	0.00041182	0.00000000	0.00034219	0.00213565	0.00033218	0.00053940	0.00191883	0.00058367	0.00000000	0.00061469	0.00038823	0.00074088	0.00000000	0.00218794	0.00024986	0.00105030	0.00357809	0.00036822	0.00000000	0.00177445	0.00000000	0.00075841	0.00057502	0.00000000	0.00078961	0.00000000	0.00030782	0.00053862	0.00000000	
